User,Comment,Time,Likes
@mamba101,Hamza Awamleh ikr,6 years ago,5
@umutcanuygun,"I read this comment and laughed, then wondered where the last 40 minutes went -_-",6 years ago,14
@masonwolff9724,"""Its slow down version."" -Elon Musk",2 years ago,3
@jatinpatel6562,And five years later the autonomous driving problem is still not solved.,2 months ago,
@lh2000,First time I've heard and seen Elon Musk in a long interview. What an incredible and fascinating mine..so intelligent and smart and interesting to listen too,7 years ago,1.2K
@cragnog,props to this interviewer... asking all the right questions,7 years ago,59
@xanderclemente6250,Yeah! He conducted a superb interview here,7 years ago,6
@Meatchop,Like which ones?,7 years ago,23
@krishnacdunuka,I've never seen a tough question directed at Elon that wasn't a cheap jab.,7 years ago,3
@stevethea5250,Like smth related to Neuralink,5 years ago,
@jayantimishra275,Krishna Chaithanya Dunuka ydeeeeee,1 year ago,
@MrHash97,Compliment Chris,5 years ago,310
@brendan8525,"interviews with elon should be atleast 3 hours long to cover all his plans and projects, this guy is creating the future with every step!",5 years ago,12
@bambooindark1,watch his interview on joe rogan's podcast its almost three hours,5 years ago,1
@fearlesslyawakened5064,"Thanks buddy, great recommendation.",5 years ago,
@bringthedarth,Hachem Weirdo I listen to every different speech he’s given or talk all day long everyday lol he’s got a lot.,5 years ago,2
@brendan8525, @brendan8525  That was a really fascinating video!  I love how it's not rushed at all.  Elon pauses for large amounts of time before answering questions and Joe Rogan does a great job of just letting him think.,5 years ago,1
@official.sourav_mohanty,bringthedarth best interviewer out there imo,1 year ago,
@ElonReeveMusk001,Excellent video sir,1 year ago,
@user-yt4mm4db3b,Thanks  for your love and support ,1 year ago,1
@Adytzu004,"Heard he has environmental projects where you can listen or watch it? I am very interested in the topics of ecological settlements, clean flying transport, green energy.",7 years ago,6.6K
@jasonpampanella65,Elon : 200 km per hour Interviewer: what?Elon: about 130 miles per hour,5 years ago,499
@neanda,finally there is proof of intelligent life on this planet,4 years ago,2
@redlights1904,haha true,4 years ago,2
@ks-ou3qu,Ahahahahaha,1 month ago,1
@suziq8649,25:31    One thing I learned with highly successful people they think longterm and they work from now they finish,2 years ago (edited),3
@calvinrichards136,WE NEED THE TRUCKS NOW!!!!!!!!!! SAVE THE TRUCK DRIVERS!!!!!!,6 years ago,164
@AlexanderMoen,"""I'm not trying to be anyone's savior; I'm just trying to think about the future and not be sad."" -Elon musk, 2017",7 years ago,1.5K
@zachhutch2027,"Everything about Elon Musk is incredible.  This man is single-handedly changing the trajectory of our entire species.  So long as we don't bomb each other into oblivion, the future is incredibly bright.",6 years ago,110
@Stonehawk,"Alex Moen actually, explosives are often pretty bright",6 years ago,36
@jacqueslavoie6392,"Alex Moen he's a time traveler from an alternate, shittier 2500 AD, attempting to adapt us in advance to the eventual troubles on the horizon. He wanted to live in a better world... SO HE'S MAKING ONE. That's the Elon Musk way!",6 years ago,4
@mosteller1953,"So you also grew up with Gary the snail from South Park. lol Musk is definitely not the smartest person in the world, but he is one of the best player of the internet game. Along with Alex Jones and Phil Defranko. A clever man, visionary, but genius no. Psycho, maybe. I'm sure it is impossible to tell him he is wrong.Vacuum filler for Jobs?",6 years ago,
@jacqueslavoie6392,Jacques Lavoie you wouldn't say he's a genius? What are traits of a genuis then? Because iQ is the ability to analyze patterns and shapes because that's what everything when you boil things down.,6 years ago,3
@channelforpositivitylunder9385,"No NO he is quite genius, but not in the way that most people think.He is going to  change the world (and is) more than Gates and Jobs combined.But people the think because you have money your smart.Robots are the way. Slavery has build nations.",6 years ago,
@edbenti5007,Especially after his efforts to regulate AI(although it may not be so great on his companies' bottom line)I gained so much more respect for Elon:),6 years ago,4
@gamemeister27,"Musk did NOT found Tesla nor PayPal. He basically is a very rich guy representing big deep pockets and goes in  and like any hostile corporate takeover thug, forces the ral founders out and takes their creations? Tesla was founded my Mark Tarpening and Martin Eberhardt. And America's real space hero, Neil Armstrong ardently opposed privatizing our national space program to people like Musk, whose name is Hebrew, btw.",6 years ago,6
@Davee774,Ladyof Meow The commenter wants to find pieces of evidence supporting a conclusion he already has while disregarding anything which doesn't support or contradicts his preconceived notions. It's not worth your time to attempt to reason with a man beyond reason.,6 years ago,1
@JohnDoeTheGoodGuy,Alex Moen I just feel we as a planet earth should all be working together but I know that won't ever happen,6 years ago,5
@jakobpadberg3257,Species?The only people who will benefit from this are westerners.The rest of the world will still be kept in unfavorable conditions to be exploited for resources and cheap workforce.,6 years ago,2
@dreamingoffreedom2462,"Alex Moen it would be even brighter if he could form a sentence without stuttering or saying ""um""",6 years ago,
@starkrush,"actually electric cars were invented and proposed decades ago - the idea wasn't popular, and they tried to bring in hybrid cars working with elec and / or petrol until they could get the public to accept and use all electric version. I wouldn't be too optimistic about your future if i were you....you will be in for some changes you really weren't expecting....",6 years ago,
@starkrush,He is rich and busy nothing new he is an average mind,6 years ago,3
@starkrush,A professional entertainer. The guy is not going to change the world you have to  change people not things.,6 years ago,
@pratyushjha1389,Many poor people like him. I just think his focus is blurry. If Musk dies big deal he is not an inventor your life matters equally.,6 years ago,1
@pratyushjha1389,"starkrush He is a visionary, not an inventor. A visionary who is able to execute tasks is equally important, if not more compared to an inventor. He is leading a change. He could've retired right after the sale of PayPal. (If you know his story well). Either way, I respect your opinion.",6 years ago,1
@starkrush,starkrush Don't blur logic with rich and poor bias. That's incredibly stupid. He has lots of followers.,6 years ago,
@pratyushjha1389,He is great... just late . No one deserves this fkmessed up world I respect you also thanks.,6 years ago,
@B1gLupu,"starkrush Well, better late than never.",6 years ago,
@sanzmoses9757,"John Doe You sure? If Solar Power is the way to go, Afrika should be the power hub of the world. Africa is exploited because there is nothing really to push proggress, but that could chance if factories and megalabs are relocated there to take advantage freely available solar power.",6 years ago,
@koolaidjerk,"its both funny and sad, i just had to hit like to your comment",6 years ago,2
@B1gLupu,"Yes. Imagine if more young men and women looked up to men like this and dreamed of visiting new worlds, rather than looking up to Drake and Miley Cirus and dreaming of being a really good singer.",6 years ago,2
@koolaidjerk,"People who have the passion to perform, rarely would have the passion to do hard science. Stop being such a downer, there is room for entertainers and scientists.",6 years ago,3
@pratyushjha1389,"Tesla isn't really doing hard science, but point taken. I didn't mean to be a downer or suggest can't have entertainers, I was merely pointing out there are countless millions of people who idolize entertainers and want to be famous, but there are criminally few who look up to brilliant engineers and technologists. I guess I would just like a world where we as a species were a little less focused on constantly being entertained and a lot more focused on improving the world we live in.",6 years ago,
@koolaidjerk,"koolaidjerk Hard science? It's no way like the theory of relativity. But if you really understand automobiles, then I'm pretty sure you wouldn't have actually written your comment. They are very innovative. The designs are just amazing.",6 years ago (edited),2
@KungFuChopstick,"Pratyush Jha I don't know why you bothered writing that, I'm clearly praising Tesla. I called them brilliant engineers and technologists. I never wrote anything to suggest they are not innovative or amazing. Tesla is in the business of engineering automobiles, batteries, and solar panels, not scientific research.",6 years ago,
@c-note4146,Beware.. Islamists try to take over the world.,5 years ago,3
@StephanPluemer,"Single-handedly? I’ll disagree. Teams of very intelligent and well versed people in addition to financial backers are heavily involved. And of course none of this would be possible without laymen doing labor to create an environment for said intelligent people to have the time to focus on the more complex engineering and design aspects. Thousands, maybe millions of people are involved.",5 years ago,
@JayR-ct8pv,Agree ...,4 years ago,1
@joshmcgill436,"I love your attitude, keep projecting it out there for the good of us all.",4 years ago,
@joebeaver852,Jorge Felix wait till you hear about 2020 you’re gonna be pissed,3 years ago,
@gveronjj755,Elon musk already knows how the major oil companies hate him as the same as they don't like dr. Steven greer,3 years ago,
@michaelmorgan3134, @Phenom98  and thats why the corona virus shows up. Because of your comment.,2 years ago,
@lourdessilva6442,"What about Hoover vehicle 6 to 8 inches off the ground, smooth ride?",9 months ago,3
@sandip471,Sem palavras isso não tem preço sem palavras sucesso nossa inspiração Deus no comando de tudo,3 years ago,787
@fresh646,"""I want to think about the future, and not be sad"" - Elon MuskI'm gonna frame this",3 years ago,7
@spiceydice6968,imagine copying and pasting the same comment that was said 1 week prior to this comment on this video,3 years ago (edited),5
@we8608,"When I think about the future, I'm either really hyped or REALLY sad.edit: sometimes even scared about the future",3 years ago,1
@arabithegreat4364,Good luck with that.  There is no future.,3 years ago,
@fd7854, RED PILL PORTAL  Why are you guys always negative? He is trying to do something good.,3 years ago,
@nishanthy506,,4 years ago,2.6K
@JayR-ct8pv,Listening to Elon makes me feel like I’ve wasted my whole life eating cheetos watching Netflix:(,4 years ago,178
@neverstoplearning14,Never too late to change.All the best mate.,4 years ago,50
@laurionline,You just consuming what were produced by number of companies in the past. What is wrong with that? Elon Musk dedicated his life for technology because he liked that. He should not have done that if he didn't like that.,4 years ago,14
@AT-oh3yy,You r doing basic. Upgrade your life.,4 years ago,37
@tylerzyla9973,Pay 69/month to upgrade to premium.,4 years ago,22
@opticfiber2715,Reading this comment while eating takis,4 years ago,7
@imamastermind,some people want chips in their heads and others want chips in their heads either either is the same right,4 years ago,2
@suanlsrm6488,So trur,4 years ago,17
@neverstoplearning14,"In my opinion if you are doing what you like and enjoy doing it then,  that doesn't count as wasted.But if you vision not just for yourself but for humanity and so on then it might be the caseFor me its YOLO",4 years ago,6
@nikolasm4668," @MP-ut6eb  Thank you for your reply. Yes, I think it's more then okay when you choose to stand aside of loud/complicated stuff, because some people like challenges and some of them do not. We are different. There are people who work nurses in hospitals and face challenges, and there are designers who can do their work simply from home. Some people would prefer to sit and watching TV and some of them would go to gym or running. But no one will tell you that your energy capacity is the key. If you are not stress-sustainable as others and prefer to step aside, it's nothing wrong with you - do what you like to do, because in that way you will be happy.",4 years ago,2
@avery.s7681,Same here i really wanna just 10 years back,4 years ago,2
@Gabriel.4190,"Nah dude, have u seen those ant civilizations that make a whole structured home out of their own bodies? You're on the bottom rung, keeping everything together until your ready to rise above as well. Some people may never rise above, but that doesn't matter because the foundational structure is always needed to help those that do. IN other words our civilization is a bit of a hive mind",4 years ago,
@nikolasm4668,"Listening to Elon, makes me uncomfortable when he has them long pauses before he responds to a question.",4 years ago,5
@ArhanKhan61678, @Gabriel.4190  you're that guy in the school who used to bully me for that.,3 years ago,1
@shivikamal,Call me musk im here to help flush a zuckerturd down for humanitys health,3 years ago,2
@crap_bag_trust,You are not alone........,3 years ago,
@alchene321,lmao,3 years ago,3
@thelittlerossy9289,All the other cheeto eater replies about improve like they are not doing the exact same thing. - A fellow cheeto eater,3 years ago,
@laurionline,,3 years ago,1
@gamertechguy8898, Axion  honestly. You can always do better.,3 years ago,1
@theguru8376,Same,3 years ago,
@tgshark1,"No need to change man, do you.",3 years ago,1
@neverstoplearning14,"There are people that are just as smart if not smarter that have all the ambition he has, the only thing they lack is money.  Paypal gave him the push he needed to launch this let's not forget that.  Not many people are rich enough to make their dreams and engineering feats reality...",3 years ago,
@ndaofficialchannel7159," @Gabriel.4190  he's just thinking about new companies, no worries)",3 years ago,
@bradenclark6789,"I am unable to understand him, due to his ascent, me INDIAN",3 years ago (edited),1
@arielatartakovsky,"@Tiger Shark you’re right, but Elon was sharing a computer with his brother in the office they rented and slept in and still spent countless hours working on PayPal, which was a simple, creative and very effective startup. I believe that launching your career on a smaller, focused push of innovation like PayPal is key to encourage future success. PayPal sold for around 300 million, which means he made a fortune on his 1) innovative thinking that many others have and 2) his ambition which most of those innovative thinkers lack. Turning limitless gears in your head is a lot easier than singling out one of those thoughts, expanding and reflecting on it, and putting in the time to get it done the right way",3 years ago,
@nikhilkamble7585,Morty he’s thinking lmao,3 years ago,1
@bibipop3190,Entertainment and relaxation is also needed buddy...,3 years ago,1
@origirox,"At least you don’t put others peoples lives in danger, with your megalomaniac ideas",3 years ago (edited),
@klaus6178, @AT-oh3yy  then eat Doritos  ,3 years ago,1
@antoniowebmaster9383,Good. Stop wasting your bloody life.,3 years ago,1
@singalexsong,"Guys ,Elon Musk is a genius, people like this is born to change the world! Everyone should do what like to do, just doing what makes you happy! Elon Musk is enjoying what is doing as every genious!",3 years ago,1
@odinfeehcu1984,How do Cheetos watch Netflix?,3 years ago,
@sharonfayeflores1349,Yes. That's how I feel too. But I will even afraid being around him.,3 years ago,
@andrewfazenbaker8210,I feel you,3 years ago,
@andrewfazenbaker8210, @neverstoplearning14  you could literally feel the spectrum of thought provoked by this statement... Cold nein cast,3 years ago (edited),
@onealrocky70," @nikhilkamble7585  bet... Please, oh my Teary Woes, change is the first to disguise capitalism.  Am i able to coerce an Amen or just is it justine me asking Hallelujah?",3 years ago,1
@8koi245,At least you’re watching something meaningful and profound.,3 years ago,
@antiquarian1773,Never really liked Netflix,3 years ago,
@travelubs,Yeah cheetos are gonna make you fat and depressed. Don't eat them.,3 years ago,1
@pkendlers,"I think he's gifted, with only a little gilding then his smartness is shining",3 years ago,
@lunatuna5203,Your life_s not over! Get out there and make life happen!,2 years ago,
@vebtrex9416,It's never too late to change... to Doritos or Potato chips.  Get the variety pack. :),2 years ago,
@davidrodriguez1333,This is even more motivating than Elon if it is ok to say it. I dont wanna end up like this. peace,2 years ago,
@frostyfingers3040, @neverstoplearning14  h BB,2 years ago,
@realdealholyfield9616,He is the golden boy,2 years ago,
@Connorwhatever,they have cheetos in india?,2 years ago,
@wendycrawford1792,"Mm I'd feel the same if I didn't know my (lower ranked) jobs were still important. I might eat Cheetos and watch Netflix, but I also make sure supermarkets have stuff in them and make sure my students learn English. Both quite important ",2 years ago,
@wendycrawford1792,Lolololol,2 years ago,
@sarahnewcomb738, @Gabriel.4190  THOSE. long pauses!,2 years ago,
@gloriatemael7221,Wish I had his genius....,1 year ago,
@sandy-rr1by,Did u get any quality of it ?,2 years ago,
@36ninaddhuri29,my grandfather had a well dug on his rural property.  165 feet deep they hit water.,5 years ago,795
@BlazedAFGaming,I will feel proud to tell people that I lived in the era of Elon Musk,5 years ago,19
@36ninaddhuri29,"Mars Rover anyone you tell in your life time will also have lived through that life time, unless you plan on leaving a recording for later generations  be inspired to make pride in your own life.",5 years ago,3
@BlazedAFGaming, @BlazedAFGaming  so ur grandchildrens(people) are also living in elons era wtf man,5 years ago,5
@36ninaddhuri29,Mars Rover yes they would be living in his era because his still alive his legacy is unfinished so they will probably experience more of his progress and inventions in there own life time.Make sense?,5 years ago,4
@BlazedAFGaming, @BlazedAFGaming  I'm 20 now elon is 47 what probability do you think my grandchildrens will live in his era,5 years ago (edited),3
@36ninaddhuri29,"Mars Rover well with the technologies and interests his currently pursuing, like anti ageing and prolonging life, and even transfer of soul to new body... it’s plausible.. though admittedly you’re young and it’s most likely Elon wouldn’t see the birth of the grandkids but whose to say you’ll be alive or even have kids to spread your noble message of Elon",5 years ago,
@BrianWachter, @BlazedAFGaming  so basically u think that i should not be proud of living in his era!,5 years ago,1
@Monkeyradar, @36ninaddhuri29  will be a working entity. Prepare your kids (and I preserved night.) The SS hated the beach camps.,5 years ago,3
@Malkovith2,Lived in the era of a big scam artist.,5 years ago,
@Miistiic,What people? We are all gonna die,5 years ago,
@ClaireDo711,Mars Rover And also in the universe where Elon hosted meme review,7 years ago,424
@DIGITALBUSINESS-xp7xd,FINALLY ANOTHER TED TALK FROM ELON MUSK!!!!,4 months ago,
@user-hl2oy6ss7o,Excellent video  we love it ,2 years ago,
@btllofaro,good interview,5 years ago,257
@user-es6bn1we5z,I can’t wait to find this video in 50 years,5 years ago,6
@loveutube04,fax if we aren't dead cuz of a war,5 years ago,
@OscarStigen,50 years? You are already a Potato Fry...somebody will eat you,5 years ago,
@truecrimewithglenclark9098, @user-es6bn1we5z  MAGA,7 years ago,8.3K
@sertaki,elon musk. 100 % will be taught in history and science class in the future.,7 years ago,353
@yichienchang4627,Only if the future includes humans.,7 years ago,76
@MrHarumakiSensei,Elon is going to save us,7 years ago,214
@fredex8,"+sertakiIf the future doesn't include humans, he'll be taught to baby A.I.s something like: 'And this was the last great enemy we had to overcome before our enlightened civilisation could flourish here on Earth'.",7 years ago,138
@ryadh456,"I can definitely see ""I'm not trying to be anyone's saviour, I'm just trying to think about the future and not be sad"" quoted in future history books.",7 years ago,4
@cosmicmuffet1053,trew news   Agreed!,7 years ago,16
@josephpelley2161,"I like 'you'll tell me if any of this starts to sound genuinely insane, right?'",7 years ago,8
@JerryLiuYT,"If the robots teach history classes, then yes you are correct.",7 years ago,30
@mattias2576,If Amber Heard doesn't take half his money in the near future.,7 years ago,3
@tim19962,trew news  thought the same,7 years ago,6
@aaaronjacob,wen will he become president,7 years ago,14
@ZhoRZh37,Perhaps. I feel like another person will take his idea & surpass him in innovations. Competition breeds the future.,7 years ago,3
@Ryan.Huntley,I hope he'll succeed.,7 years ago,3
@hydra5758,trew news most likely because he's going to turn into a super villain in the next decade,6 years ago,5
@toakz,Elon Musk - The pioneer that built the future.,6 years ago,6
@just1it1moko,"gendalfff But instead of throwing his money away, Elon will change the world with ""his"" scientists.",6 years ago,4
@PiroSly,still need to see if he can do it though,6 years ago,3
@lozicrazy,no faith^^^^,6 years ago (edited),3
@naturalallnaturalwhitepist1789,"Doubt it, the schooling systems priorities are terrible. Will probably be learning about big cheese and memes",6 years ago,3
@evolati12,Nah they don't like to give people options they prefer worker bees they would rather tech middle management,6 years ago,2
@liamwalton4183,No doubt.,5 years ago (edited),3
@NikhilBhatta07," gendalfff  But like, you just proved the point. He wants to use his money and influence on basically sponsoring scientists and advancing technology. People seem to assume technology simply gets better by itself. Things only improve when somebody helps it improve. Lately it's been advancing so much because companies see profit and go down the easiest route to increase profit margins and keep investors happy. Elon invests into new risky territories because he wants humanity to advance.He could easily have created an incredible team and system and created a cool smartphone that puts Apple out of business. But he didnt do that, he went into uncharted territory and made it work.Also he is actually crazy smart, and a genuine nice guy most of the time (Everybody has flaws). Not all of his accomplishments come from hiring scientists. But still, we must praise him for funding those scientists",4 years ago,1
@collinforce1269,And the future history and science is sooo interesting and awesome ,4 years ago,1
@collinforce1269,Except american schooling history classes are bogus soooooo its doubtful,4 years ago,1
@Ignasimp, @tim19962  hes too smart,4 years ago,3
@translucentneon1077,As a science teacher I'm thinking of including him in my classes.,4 years ago,3
@sarthakjoshi693, @Ignasimp  you absolutely should. At least introduce them so they know about him and continue their own research. Wonderful idea teach you would give your students a better chance.,4 years ago,
@emlynselene1096,My school didn't teach me about tesla Edison rivalry.,4 years ago,
@facuczypusak3594,"I remember talking about him in my science class last year, and we've mentioned Tesla in our economics class a few times already this semester, and we're only in our 2nd week",4 years ago,1
@AFGXBX,Its being taught right now,4 years ago,1
@LoudValves, @carlziemann9142  coronavirus is here,4 years ago,
@thatguyjd14,it's not an accident that his company is called Tesla,4 years ago,1
@futureselftherapy,If he’s not I’ll be pissed,4 years ago,
@Cars-N-Jets,"He is totally going down in history, and will definitely be someone future generation studies for decades and centuries",4 years ago,
@gachadanger380,trew news I fucking hope so.,4 years ago,2
@thatguyjd14,Yet a lot of people don’t know who Nikola Tesla is...,4 years ago,
@debroopsarkar4613,gacha danger a lot of people do,3 years ago,
@amyjones1119,yup,3 years ago,
@amyjones1119, @MrHarumakiSensei  d,3 years ago,
@mohdmanzarabbas6356,️,3 years ago,
@mle1872,"In a technology class, not a science class. Science has a CLASS in it that technology doesnt has.",3 years ago,1
@johnc6786,As well as business. He is an entrepreneur afterall,3 years ago,
@justsomepersononyoutube9271," @yichienchang4627  He's not the Messiah, he's just a very naughty boy!",3 years ago,1
@tubeyou89119,Only if humanity survives until 2022,3 years ago,
@striv3102,"It definitely should be taught RIGHT NOW. Why wait for the school to teach, any kid/adult should learn about him, learn from him. Period.",3 years ago,
@osamabinladen824,FACTTSSSSS he just became the richest man today in 2021 beating of bezos,3 years ago,
@sameenapatel7558,I agree.,3 years ago,
@sameenapatel7558,In marsian school curriculum,3 years ago,
@devanshsharma346,His photo would be on Marian currencies,3 years ago,
@sisir360,indeed,3 years ago,
@TheFalshGordon,He's already in masters-level business textbooks!,3 years ago,3
@dasein9980,"Dont make me laugh ... all problems that he's trying to solve are marginal .... we have to learn so many things before we reducue travel time 10x .... so he is powerful but in wrong direction ...  right direction is to say who realy Queen is or to say tahat tunnel detectors are NOT more important than cancer detectors ,,, so talking about courage, Icke is overmaster for this InstrumentMan .... cause whatewer He create ... sick people will DESTROY! so was long ago ... it will be again ... THINK! Please ....",3 years ago,
@danielmonge2318,Assuming that there is a future,3 years ago,
@sy20000,I teach about him to my kids already.,3 years ago,
@Neb_Explains, @MrHarumakiSensei  they will be like he was the only big threat who could have stopped us,3 years ago,
@InvestorPatricia, @dasein9980  lol that reply,3 years ago,1
@ericravhandalala9691,"You mean the same way that science & history have been squelched & warped and then taught/pushed on our children in public schools, nationwide - for at least as far back as the 60s?  God, I hope not.",3 years ago,
@johnc6786, @johnc6786  fronting!,3 years ago,
@InvestorPatricia," @ericravhandalala9691  Where, why?",3 years ago (edited),1
@ericwood3709,"You’ve got to be kidding... he is promoting his neuralink like it’s ‘no big deal’ to have a chip inserted in your brain, thereby allowing someone/thing (outside of you) to have control.  Elon? NO",3 years ago,
@handijobe1076,"Hopefully they won't gloss over the ""pedo guy"" incident.",3 years ago,
@johnc6786, @MrHarumakiSensei  people like Elon.,3 years ago,1
@Roger-hu4tk,"From the amount of fawning for Elon I read in these posts, I'm surprised you didn't want his advances to be taught in a religion class. LMAO ",3 years ago,1
@munjid2909,"He may claim that he is a God in the future, hence ""the antichrist"".",3 years ago,
@theodroszerihunlakew2872, @fredex8  it's now on my wall,3 years ago,
@vaalarivan_p, @yichienchang4627   b,3 years ago,1
@Weirdlifee,that sure wont be boring!,3 years ago,1
@avijitkabiraj2187,You’ll be having a nice class with a robot teacher,3 years ago,1
@dadafish1,"Read comedy of coffin on kindle written by Avijit Kabiraj. Introduction : Two unemployed boys were employed by a mafia boss, their job is to bury a dead chef in the criminal's cemetery. The chef is the pasta maker whom the boss accidentally shot dead. The boys were chased by the police, shot by a sniper, rested in a church, kidnapped by an evil doctor, electrocuted, freezed, roasted, couple of ladies didn't spare them, survived the strange graveyard but when they returned after burying the dead chef, found the boss in a coffin. Could you please write a review for comedy of coffin....,",3 years ago,
@0711mama,Well maybe in a science fiction class.,3 years ago,
@munjid2909,"Let’s hope not. Very short sighted and removed from ecology. You know, the stuff that sustains us? He has pet projects and, like the interviewer said, “hobbies”.",3 years ago,
@VectorOfKnowledge," @Weirdlifee  till then and with the new brain chip thing that Elon Musk is working at, I think we will not need a teacher at all",3 years ago,
@IceColdProfessional,And in clinical psychology as a model sociopath.,3 years ago,
@VectorOfKnowledge,"He's a Godlike figure. Elon Musk's brain is faster than any atom, roadrunner, or locomotive combined!",3 years ago,
@jackbragg547," @IceColdProfessional  lol, no.",3 years ago,
@Weirdlifee,Already Is in my school,3 years ago,
@MaximumEfficiency, @munjid2909  I’m sure you’ll become a robot so have fun with the chip ,3 years ago,
@finnyburr,"""tesla motors"" is an insult to Tesla",3 years ago,1
@waynesetiawan2794,He's probably already teaching the future generation thru an advanced form of video games. (his idea in another video)He's probably already morphed play and learn and already testingHe's probably and probably just probably and all the probablies.,2 years ago,
@monserrat9936,BOW Before Elon MUSK and SATAN. Elon's AI and Brain Chips will Replace and Control Pathetic humans. NON Tesla Holders only Tremble in Fear. Tesla Holders will Rule the Earth when Elon's AI Enslave Humanity. It's okay to have Fear. Just Worship Elon and Satan. HODL Tesla.,2 years ago,
@Xaea12262,We should get our pic taken with him and get his autograph NOW.,1 year ago,
@rajnehra,He deserves this ️️,1 year ago,
@grandmalovesmebest,Tunneling is useless. We loose the taste of travel. Long drive ride is not about travel fast. It is about enjoy the ride. We can solve traffic by less car on road and less people on road.,1 year ago,
@grandmalovesmebest,It will be an easy textbook entitled: Everything in the world as created by Elon Musk.,1 year ago,
@grandmalovesmebest, @TheFalshGordon  yes but the future as he sees it may just eliminate many problems we now have. I rem when we went to the moon and scientist spoke of all the health problems that would be eliminated by living in space. Idk what happened to all those hopes and dreams bc i.havent heard ppl discussing them any more but I do rem we learned about them in school.,1 year ago,
@TheFalshGordon," @Roger-hu4tk  hopefully, there will be no need for a God in the future.",1 year ago,
@Jaded_Mandarin,I agree but with one difference .... Pathway to dreamland can be more human ....,1 year ago,1
@Curiousviewer22,He will definitely enter history as one of the most successful con artists in the world.,1 year ago,1
@carllelendt5452,I remember when I could get from Westward to LAX in 15 minutes.,1 year ago,2
@erikdukefoss,Those tunnels might be adaptable to function as underground aqueducts.,7 years ago,2.1K
@chrishansen236,Elon Musk For Interplanetarian President,7 years ago,10
@spectrum503,lol made my day thank yoou ,7 years ago,3
@benjaminchiozalde3414,erikdukefoss I have made a video on life story of Elon Musk. Watch it to know the early days of Elon when his company Tesla and SpaceX were about to be sold and shut down respectively and how he managed to save his company like a hero.,7 years ago,1
@Hazcool45,That seems not that far!,7 years ago,
@jorgebernal8741,erikdukefoss Martian President!,7 years ago,1
@centralprocessingunit2564,haha...awesome!,6 years ago,
@JosueC730,Zuckerberg would be better,4 years ago,2
@LaFlaneuse0,"When he gets to Mars, he would be the leader there, that would make him sort of president of that planet, isn't it?",4 years ago,1
@SELFREALIZATED, @spectrum503  I'll watch it tomorrow sure. Saved it to watch later,4 years ago,
@JayR-ct8pv,Nah hes great don’t get me wrong. But he lacks in some important Areas and he should be able to conzentrate on his best abilities,4 years ago,
@reiramessi,Hear Hear! He has my vote.,4 years ago,
@polpol1005,Lol dream big....but its still drean,2 years ago,
@shawmcinroy472,"No thanks, I lost all faith in Elon Musk as a man over that business in Thailand. This guy is a narcisistic personality, it's all about him. We don't need ""leaders"" like that",6 years ago,1.5K
@FRIDDAY25,This video will be in a 2102 history class,6 years ago,56
@deleteme8774,2025*,6 years ago,8
@grthorn3461,If we make new education system (I want to do that don't touch! :D),6 years ago,4
@deleteme8774,What do you want to do? A new education system?,6 years ago,1
@grthorn3461,Honestly - yes.,6 years ago,3
@deleteme8774,"Interesting. Do we need to change the entire education system, or keep the system and teach different things? How do you want to change it and how would it function in our current society? Is this just you talking or are you actually doing something about it? I, too, feel like there should be some change but don't know what type of change would be healthy and how to implement it.",6 years ago,15
@grthorn3461,"I live in Poland, where our goverment changed education system to the worst - they just throw away middle school (gimnazjum, 3 years between primary school and higb school) and give us 8 years of primary school and 4/5 years of high school (we have 3 types of high school, so it can be 4 or 5 years long in these days system. I'm still in an old system, so I can go for 3-4 years). Schools are full of kids, they change classroom all the time, program and books are written in very short amount of time. This haven't change anything. I read about Finnish education system, some articles and stuff, my friend is now in Chile, so I asked her what she learns in history class in totally diffrent country. In Poland we learn about European/World history and about Polish history, a lot about WWII, similar thing with literature. On language lessons we learn grammar, not speaking, not using language. My dream is to make everyday language classes, where children will have opportunity to talk to kids from other schools and kids from other schools are actually learning your native language too, so it's win win situation. You can be good at math or art, but in adult life language is something very universal. We need more problem-solving, more democracy in class and responsibility for kids, then they'll understand that they learn for themselves (Sumerhill is great example), much less homework - kids need to be fascinated by teacher and want to learn more themselves. I also talked to my friend month ago. He said, that he really want to do something creative after school, but after 8-9 hours in class everything he wants is good youtube videos and chill. Kids and teens aren't actually stupid - nobody show them beauty of knowlege.This idea just blow in my mind few days ago, but it was somewere in my head for a long time. Education is actually real base of good, developing country and I was terrified, when after few minutes of googling I found a lot information what is wrong with education system, but nobody does something with this knowlege.I hope my grammar isn't spoiling this comment.",6 years ago,3
@than217,"Yup. I know about most changes that would improve our efficiency in a learning environment. Just asked Vanessa about it because you don't see a lot of people doing something to significantly change the system. Ideas are good for now but we're going to have to implement them somehow. It's interesting to peek into the minds of people that are striving towards the change. Vanessa just wrote a well known idea for change but isn't actually doing anything so I didn't bother with responding. (There's nothing wrong with wanting a change, specially with something so hard to even talk about changing in a significant matter such as the school system but reading ideas is no longer interesting.)",6 years ago,
@grthorn3461,"It'll be shown in class as ""can you believe people back then thought we could dig so much underground without releasing earthquakes along stressed faults that usually would be dormant? People in the early 21st century were creating thousands and thousands of earthquakes per year in Oklahoma just from waste-water injection and fracking and STILL didn't learn their damn lesson!""",6 years ago,
@deleteme8774,Yup. Really sad to see that so many of the vastly successful people of America have been school drop outs.,6 years ago,
